wafer	sensor_t1	sensor_t2	sensor_t3	sensor_t4	sensor_t5	sensor_t6	sensor_t7	sensor_t8	sensor_t9	sensor_t10	sensor_p1	sensor_p2	sensor_p3	sensor_p4	sensor_p5	sensor_p6	sensor_p7	sensor_p8	sensor_p9	sensor_p10	GB
9057	1023	1022	1024	1022	1028	1026	1026	1022	1025	1024	117	118	119	121	120	119	122	122	120	122	G
9058	1024	1027	1023	1024	1028	1026	1026	1025	1027	1025	119	118	120	121	120	122	121	121	121	118	G
9059	1025	1027	1025	1023	1027	1027	1026	1023	1025	1020	119	119	120	121	119	122	121	122	121	118	G
9060	1022	1023	1023	1023	1027	1025	1023	1025	1024	1023	118	118	119	118	120	120	122	122	121	121	G
9061	1023	1023	1026	1026	1026	1027	1026	1022	1025	1023	119	118	121	121	119	118	122	122	120	122	G
9062	1022	1024	1027	1024	1026	1026	1026	1028	1025	1020	118	119	119	122	119	120	121	122	120	120	G
9063	1025	1028	1027	1024	1028	1028	1027	1026	1024	1020	117	118	119	120	120	120	121	121	119	120	G
9064	1025	1025	1023	1024	1024	1024	1026	1027	1023	1021	119	119	120	121	119	122	121	121	120	121	G
9065	1023	1022	1027	1022	1026	1027	1025	1027	1026	1024	117	117	120	119	119	122	121	122	121	121	G
9066	1023	1024	1025	1024	1028	1022	1025	1023	1024	1026	119	117	121	118	121	120	121	122	119	120	G
9067	1023	1028	1026	1023	1028	1023	1023	1028	1023	1026	118	118	119	121	120	122	120	122	121	122	G
9068	1025	1023	1025	1026	1024	1024	1024	1023	1027	1026	117	117	120	118	121	121	122	122	121	121	G
9069	1026	1028	1027	1028	1027	1026	1023	1023	1024	1023	118	118	119	120	120	121	120	122	119	118	G
9070	1023	1024	1026	1022	1024	1027	1023	1025	1025	1024	118	117	121	122	119	118	121	121	119	119	G
9071	1024	1027	1024	1028	1025	1027	1025	1027	1025	1026	118	117	119	120	121	119	121	122	120	118	G
9072	1026	1027	1025	1023	1025	1022	1026	1028	1023	1021	117	119	121	118	119	121	120	122	121	119	G
9073	1025	1022	1026	1023	1024	1026	1027	1028	1024	1021	117	119	121	119	120	118	121	122	120	122	G
9074	1022	1023	1025	1028	1024	1022	1027	1023	1023	1022	118	119	119	122	120	118	121	122	120	120	G
9075	1026	1028	1024	1024	1025	1024	1027	1023	1026	1024	117	117	119	121	120	121	121	122	119	120	G
9076	1023	1025	1026	1025	1026	1026	1023	1023	1024	1026	117	119	119	120	120	121	120	121	121	118	G
9077	1025	1028	1027	1026	1026	1022	1024	1028	1024	1024	117	118	120	121	119	119	122	122	121	121	G
9078	1025	1023	1024	1027	1024	1028	1026	1023	1024	1020	119	118	119	121	120	122	122	121	120	122	G
9079	1024	1025	1027	1023	1024	1023	1027	1028	1024	1020	119	119	120	121	120	118	122	121	119	122	G
9080	1026	1028	1025	1024	1026	1026	1023	1025	1026	1022	117	119	119	119	120	122	120	122	121	118	G
9081	1025	1022	1024	1025	1026	1026	1024	1024	1025	1024	118	118	120	121	120	121	121	122	119	119	G
9082	1024	1026	1026	1025	1025	1024	1023	1024	1025	1021	118	117	119	119	119	118	122	121	119	121	G
9083	1026	1025	1027	1023	1026	1027	1025	1026	1026	1020	117	117	119	122	121	118	120	121	119	120	G
9084	1023	1026	1027	1025	1028	1028	1023	1027	1027	1021	117	119	120	120	119	121	121	122	120	122	G
9085	1022	1023	1024	1023	1024	1026	1026	1025	1025	1021	118	117	121	121	120	119	122	121	119	122	G
9086	1025	1023	1027	1023	1025	1024	1023	1026	1025	1021	119	119	119	120	120	121	120	122	120	119	G
9087	1023	1028	1024	1028	1028	1028	1023	1026	1027	1026	118	117	120	118	119	122	120	121	121	119	G
9088	1026	1025	1023	1022	1026	1022	1027	1027	1027	1025	119	119	120	120	119	120	120	122	119	120	G
9089	1022	1023	1023	1023	1026	1025	1027	1024	1027	1026	119	119	121	122	121	120	122	122	121	122	G
9090	1022	1025	1026	1027	1025	1027	1027	1023	1027	1025	117	119	120	122	120	119	122	121	121	121	G
9091	1026	1024	1025	1025	1025	1027	1025	1026	1024	1023	118	118	121	118	121	119	120	121	119	120	G
9092	1024	1024	1027	1024	1025	1025	1026	1028	1026	1020	119	118	119	119	121	122	121	122	119	118	G
9093	1026	1027	1023	1023	1028	1022	1026	1023	1024	1026	117	118	120	121	120	121	121	121	119	120	G
9094	1022	1024	1026	1024	1024	1028	1024	1024	1027	1024	118	118	119	120	119	120	122	122	120	119	G
9095	1026	1026	1027	1022	1025	1028	1025	1027	1026	1024	118	117	119	120	119	120	122	122	120	121	G
9096	1023	1027	1026	1026	1024	1026	1023	1026	1026	1026	119	117	119	121	120	118	122	121	119	120	G
9097	1022	1024	1025	1022	1026	1022	1024	1027	1025	1021	119	118	121	121	119	119	122	121	121	121	G
9098	1022	1025	1027	1027	1025	1023	1024	1026	1024	1020	119	117	121	119	120	120	120	121	121	119	G
9099	1026	1027	1026	1023	1026	1023	1026	1024	1023	1024	119	118	119	119	121	121	122	122	119	121	G
9100	1025	1027	1024	1025	1025	1022	1023	1022	1023	1020	117	117	120	118	121	120	120	122	121	119	G
9101	1025	1023	1024	1028	1024	1024	1025	1026	1026	1025	117	117	119	121	119	122	120	121	119	121	G
9102	1023	1024	1027	1028	1027	1022	1027	1028	1025	1023	119	119	121	118	120	120	121	121	121	118	G
9103	1025	1026	1025	1025	1027	1022	1027	1028	1026	1020	119	117	120	119	120	122	121	122	119	118	G
9104	1023	1023	1023	1027	1025	1028	1024	1023	1026	1024	119	119	121	122	119	121	122	122	119	118	G
9105	1022	1026	1023	1027	1026	1028	1024	1024	1024	1020	119	119	119	119	120	122	120	122	119	119	G
9106	1022	1022	1027	1022	1025	1027	1026	1026	1025	1021	119	119	119	119	121	119	122	122	120	118	G
9107	1022	1025	1026	1025	1028	1028	1027	1024	1027	1023	119	117	119	122	121	122	121	121	120	120	G
9108	1023	1027	1025	1025	1026	1026	1026	1023	1027	1020	118	117	121	120	121	121	121	121	121	122	G
9109	1025	1022	1024	1024	1028	1023	1027	1025	1027	1022	118	118	121	120	120	120	122	122	120	121	G
9110	1022	1028	1023	1024	1026	1028	1026	1024	1026	1026	118	117	119	122	120	120	120	122	121	122	G
9111	1022	1028	1025	1022	1028	1022	1026	1024	1023	1022	118	118	119	118	120	121	122	121	120	122	G
9112	1022	1023	1023	1024	1026	1028	1023	1025	1027	1024	117	119	120	120	120	120	122	122	119	118	G
9113	1024	1026	1027	1025	1028	1022	1027	1027	1025	1025	117	117	119	118	121	120	122	122	121	122	G
9114	1025	1028	1024	1023	1026	1022	1024	1026	1025	1022	119	118	121	118	120	118	122	121	120	121	G
9115	1023	1024	1024	1026	1028	1027	1024	1024	1023	1026	119	119	121	121	121	121	122	121	121	118	G
9116	1024	1028	1026	1028	1026	1023	1025	1026	1024	1026	118	118	120	121	120	120	121	121	119	119	G
9117	1022	1023	1025	1025	1027	1026	1027	1024	1027	1025	119	117	119	122	120	120	122	122	120	121	G
9118	1024	1023	1025	1022	1026	1026	1026	1028	1024	1026	119	119	119	120	121	119	120	121	120	120	G
9119	1026	1027	1026	1022	1028	1028	1023	1026	1026	1023	118	119	119	122	120	118	121	121	119	120	G
9120	1026	1023	1027	1023	1028	1023	1023	1026	1026	1024	117	117	120	121	119	119	121	121	120	119	G
9121	1026	1023	1024	1023	1028	1025	1027	1026	1025	1020	117	118	119	118	119	118	122	121	121	121	G
9122	1025	1025	1023	1028	1025	1027	1023	1027	1026	1023	117	118	121	118	120	118	120	122	119	119	G
9123	1022	1027	1026	1025	1028	1025	1026	1028	1023	1026	117	118	121	121	120	120	120	122	119	118	G
9124	1023	1022	1025	1025	1026	1023	1026	1024	1024	1021	119	118	121	122	119	120	122	121	120	119	G
9125	1023	1027	1024	1022	1026	1027	1026	1024	1024	1026	119	118	120	120	119	120	121	121	120	121	G
9126	1024	1022	1026	1028	1028	1028	1025	1023	1027	1021	118	119	121	119	120	122	120	121	120	119	G
9127	1022	1023	1027	1028	1027	1025	1024	1025	1026	1023	119	118	121	118	119	119	121	121	120	118	G
9128	1022	1026	1025	1026	1028	1026	1027	1023	1026	1021	118	118	119	122	120	118	120	122	121	120	G
9129	1026	1025	1023	1025	1025	1028	1024	1022	1026	1023	118	117	121	119	121	121	120	122	119	121	G
9130	1023	1025	1024	1025	1028	1023	1027	1028	1025	1021	119	117	119	120	120	119	121	122	121	121	G
9131	1023	1022	1024	1022	1027	1025	1025	1026	1024	1026	117	119	120	122	120	121	122	121	121	119	G
9132	1026	1023	1027	1027	1024	1024	1026	1026	1027	1021	119	118	121	121	120	118	122	122	121	118	G
9133	1024	1024	1023	1022	1025	1025	1024	1026	1024	1022	118	117	119	122	121	118	121	121	120	118	G
9134	1026	1025	1023	1028	1025	1022	1026	1028	1024	1023	117	117	119	118	120	119	122	121	119	118	G
9135	1026	1028	1023	1025	1027	1027	1027	1022	1025	1023	117	117	119	122	119	118	122	121	121	121	G
9136	1026	1025	1027	1025	1027	1023	1026	1026	1023	1022	117	119	121	122	120	121	120	122	119	120	G
9137	1024	1026	1027	1025	1026	1022	1024	1027	1024	1026	119	118	119	122	120	119	120	121	120	122	G
9138	1023	1025	1025	1022	1026	1026	1026	1022	1023	1022	117	117	121	118	119	121	120	122	121	119	G
9139	1022	1028	1027	1025	1027	1028	1023	1027	1024	1021	118	118	120	120	119	122	121	122	119	121	G
9140	1025	1023	1026	1025	1028	1026	1026	1026	1025	1021	119	119	120	121	121	120	122	122	120	121	G
9141	1023	1026	1027	1028	1025	1025	1023	1025	1025	1024	119	117	120	120	119	121	120	122	120	121	G
9142	1023	1027	1026	1028	1028	1027	1023	1024	1026	1025	118	117	119	122	120	121	120	122	121	121	G
9143	1023	1022	1024	1025	1025	1027	1026	1028	1023	1026	117	118	121	120	119	121	122	122	119	121	G
9144	1023	1023	1024	1026	1024	1026	1024	1024	1023	1023	119	119	120	120	119	122	122	122	120	121	G
9145	1022	1027	1023	1023	1028	1022	1025	1024	1026	1021	117	118	121	119	119	121	122	122	120	122	G
9146	1022	1023	1027	1025	1026	1026	1023	1027	1026	1021	118	118	120	120	121	118	122	121	121	120	G
9147	1024	1026	1023	1026	1025	1023	1024	1024	1027	1023	117	118	119	119	119	119	122	121	121	120	G
9148	1022	1028	1024	1024	1028	1024	1023	1023	1025	1025	117	117	121	118	121	121	122	122	119	121	G
9149	1023	1023	1023	1028	1026	1024	1027	1028	1024	1022	119	117	119	119	120	122	121	122	119	121	G
9150	1023	1023	1026	1024	1024	1024	1024	1023	1024	1026	119	118	119	118	120	120	120	122	120	122	G
9151	1022	1023	1025	1025	1024	1027	1026	1024	1024	1021	118	119	119	118	119	122	121	121	120	121	G
9152	1023	1028	1027	1023	1024	1026	1024	1022	1023	1025	119	118	119	122	119	121	120	122	121	120	G
9153	1022	1022	1027	1022	1026	1022	1025	1024	1027	1025	117	119	121	121	119	118	120	121	121	118	G
9154	1022	1023	1026	1026	1028	1026	1026	1022	1025	1026	119	117	121	122	121	120	121	122	121	120	G
9155	1024	1027	1025	1028	1026	1025	1025	1025	1027	1020	117	117	120	119	121	122	120	122	121	120	G
9156	1024	1025	1026	1026	1026	1024	1024	1027	1025	1020	118	119	121	121	119	118	122	121	121	120	G
9157	1024	1023	1024	1022	1025	1025	1024	1025	1026	1024	119	117	121	120	119	119	122	121	119	120	G
9158	1023	1024	1025	1022	1026	1024	1025	1022	1023	1025	118	117	119	118	119	122	121	122	119	119	G
9159	1026	1026	1027	1028	1026	1026	1027	1027	1023	1021	119	117	119	120	119	122	122	121	121	118	G
9160	1022	1027	1025	1028	1025	1025	1025	1027	1026	1024	117	117	121	121	121	119	120	121	121	120	G
9161	1023	1028	1024	1025	1025	1025	1023	1027	1024	1020	119	119	119	122	120	118	122	122	121	121	G
9162	1023	1022	1027	1027	1024	1025	1025	1026	1023	1022	118	118	119	119	121	118	120	121	120	119	G
9163	1023	1026	1025	1025	1027	1025	1023	1025	1023	1024	117	117	121	120	121	121	122	121	120	119	G
9164	1026	1024	1023	1025	1026	1024	1023	1025	1025	1023	119	118	120	121	121	121	122	122	119	121	G
9165	1024	1023	1026	1027	1028	1027	1026	1024	1025	1026	117	119	120	119	120	120	122	121	121	122	G
9166	1025	1027	1023	1023	1028	1027	1023	1026	1023	1024	119	119	119	118	121	118	122	121	119	122	G
9167	1022	1024	1026	1023	1027	1022	1026	1028	1026	1026	119	119	120	121	121	120	122	121	120	120	G
9168	1023	1025	1025	1024	1027	1022	1027	1022	1024	1026	118	117	120	120	120	122	120	122	121	119	G
9169	1025	1022	1024	1027	1028	1023	1025	1028	1023	1026	118	119	119	118	121	119	122	121	120	122	G
9170	1025	1027	1026	1024	1027	1026	1027	1026	1027	1025	119	119	120	121	119	119	120	121	121	122	G
9171	1022	1027	1023	1023	1025	1027	1026	1028	1027	1020	119	118	119	121	121	122	120	122	121	119	G
9172	1026	1026	1023	1023	1027	1022	1025	1026	1026	1021	118	118	119	120	120	119	120	121	120	120	G
9173	1024	1023	1027	1028	1025	1026	1025	1028	1023	1026	118	118	120	121	121	122	121	122	120	118	G
9174	1024	1025	1023	1023	1027	1026	1027	1024	1024	1026	118	117	119	120	121	122	121	122	121	121	G
9175	1024	1026	1023	1027	1027	1025	1023	1025	1026	1026	119	118	121	122	119	121	120	121	120	122	G
9176	1023	1026	1026	1028	1026	1027	1026	1024	1026	1021	119	118	120	122	121	122	120	121	121	119	G
9177	1024	1026	1025	1025	1025	1024	1023	1023	1026	1022	118	119	119	119	119	118	121	122	120	122	G
9178	1023	1024	1024	1026	1025	1028	1026	1025	1023	1024	117	117	120	121	121	121	122	121	119	120	G
9179	1022	1023	1025	1022	1025	1028	1023	1025	1023	1020	119	118	120	120	121	120	121	122	120	119	G
9180	1022	1028	1023	1023	1024	1026	1026	1026	1026	1026	118	119	120	119	121	120	121	121	121	119	G
9181	1023	1025	1026	1024	1026	1024	1027	1027	1023	1020	117	118	120	121	121	118	120	122	119	120	G
9182	1025	1023	1027	1024	1028	1027	1024	1028	1024	1023	119	118	120	120	119	122	120	122	120	119	G
9183	1024	1023	1023	1026	1027	1022	1027	1023	1026	1024	118	119	121	120	121	118	121	121	120	122	G
9184	1022	1023	1023	1024	1028	1023	1023	1027	1025	1020	117	118	120	119	119	122	122	121	119	118	G
9185	1025	1022	1025	1028	1027	1023	1023	1025	1025	1021	119	117	120	122	120	121	121	121	121	119	G
9186	1022	1022	1024	1025	1028	1023	1025	1027	1025	1020	117	119	120	122	121	122	122	121	121	119	G
9187	1023	1028	1024	1028	1028	1026	1023	1024	1023	1024	117	119	119	121	120	122	122	122	121	119	G
9188	1024	1023	1027	1026	1025	1026	1025	1022	1025	1024	118	118	120	119	121	122	122	122	121	118	G
9189	1023	1027	1023	1027	1024	1027	1027	1022	1023	1020	119	117	119	118	119	120	121	122	121	119	G
9190	1025	1027	1026	1024	1028	1022	1027	1026	1026	1020	119	117	121	120	121	121	120	122	119	120	G
9191	1026	1025	1026	1023	1028	1028	1025	1028	1027	1020	119	117	121	118	119	121	120	121	119	119	G
9192	1023	1027	1025	1024	1026	1022	1023	1026	1024	1026	118	117	120	119	121	121	121	122	119	118	G
9193	1023	1027	1023	1027	1028	1022	1024	1024	1025	1026	118	117	120	121	121	120	122	121	121	119	G
9194	1026	1023	1023	1022	1026	1027	1025	1028	1023	1022	119	117	119	120	120	122	121	121	121	121	G
9195	1025	1028	1024	1024	1028	1027	1027	1022	1026	1024	119	118	120	118	120	118	120	122	121	121	G
9196	1025	1022	1024	1023	1027	1022	1023	1025	1025	1022	119	119	120	120	120	120	122	121	120	121	G
9197	1025	1024	1026	1024	1024	1026	1024	1028	1024	1025	117	118	120	122	121	121	120	121	121	120	G
9198	1022	1027	1023	1022	1028	1027	1023	1026	1023	1021	119	119	119	122	119	122	121	121	121	122	G
9199	1024	1023	1024	1024	1026	1025	1023	1027	1023	1023	119	119	120	122	119	121	122	122	121	122	G
9200	1022	1028	1023	1024	1025	1023	1023	1028	1025	1021	119	119	119	121	120	118	121	121	119	119	G
9201	1024	1024	1026	1028	1024	1022	1027	1024	1027	1023	118	117	121	121	119	121	122	121	121	119	G
9202	1025	1022	1023	1022	1025	1028	1024	1024	1025	1025	119	119	121	119	121	118	120	121	119	118	G
9203	1025	1024	1025	1023	1027	1028	1025	1024	1023	1024	119	118	120	120	121	121	120	121	119	122	G
9204	1023	1028	1024	1023	1027	1027	1026	1022	1024	1021	117	117	120	118	119	120	120	121	120	120	G
9205	1023	1024	1024	1026	1027	1028	1025	1023	1027	1024	117	117	120	118	121	122	121	122	121	119	G
9206	1022	1027	1026	1022	1028	1022	1024	1023	1025	1025	119	117	119	118	121	121	121	121	121	122	G
9207	1022	1028	1025	1023	1026	1024	1025	1024	1023	1021	119	119	119	120	121	121	122	121	121	120	G
9208	1026	1027	1023	1023	1027	1026	1027	1027	1023	1021	118	118	120	122	121	121	122	122	121	122	G
9209	1022	1026	1027	1025	1028	1023	1025	1025	1027	1023	117	119	121	121	120	118	122	121	119	119	G
9210	1023	1027	1024	1025	1025	1025	1026	1023	1027	1021	119	117	120	118	120	119	122	121	121	122	G
9211	1025	1025	1025	1024	1027	1022	1025	1026	1025	1023	119	117	119	121	120	119	121	121	121	122	G
9212	1026	1025	1027	1022	1025	1024	1023	1025	1025	1025	119	117	120	120	120	119	122	122	121	122	G
9213	1026	1025	1025	1022	1026	1026	1026	1027	1023	1024	118	119	119	119	121	121	120	121	121	118	G
9214	1024	1028	1024	1023	1026	1023	1027	1026	1024	1025	117	119	121	119	120	122	121	121	121	118	G
9215	1023	1025	1023	1027	1028	1024	1027	1023	1025	1023	119	117	120	119	119	118	122	122	120	122	G
9216	1026	1024	1024	1026	1026	1025	1023	1028	1023	1023	119	117	119	118	121	120	121	122	120	122	G
9217	1022	1028	1024	1022	1025	1027	1024	1024	1024	1022	117	117	119	119	119	118	120	122	119	122	G
9218	1024	1022	1025	1025	1027	1023	1023	1026	1023	1020	117	118	119	120	120	119	121	121	120	121	G
9219	1024	1025	1026	1028	1028	1024	1027	1026	1024	1021	117	118	120	118	120	122	120	122	119	122	G
9220	1022	1022	1026	1027	1024	1027	1024	1023	1027	1020	118	118	121	118	121	122	120	121	119	119	G
9221	1023	1024	1026	1026	1028	1028	1026	1027	1026	1020	119	117	119	119	120	122	122	121	119	119	G
9222	1023	1026	1026	1024	1025	1027	1024	1025	1027	1020	118	117	119	120	119	119	120	121	120	120	G
9223	1026	1024	1027	1025	1025	1023	1025	1023	1023	1020	119	117	121	119	120	122	120	121	120	121	G
9224	1026	1027	1025	1022	1027	1026	1027	1022	1023	1021	117	119	121	118	119	121	120	121	120	120	G
9225	1025	1027	1024	1025	1027	1028	1024	1028	1026	1021	118	117	120	121	121	119	121	121	120	119	G
9226	1022	1023	1024	1028	1027	1023	1025	1026	1027	1023	117	118	121	118	119	119	122	121	120	120	G
9227	1025	1026	1024	1024	1024	1026	1026	1027	1027	1024	117	119	121	122	121	120	122	122	120	121	G
9228	1023	1026	1023	1028	1027	1025	1027	1025	1023	1025	118	117	119	121	119	122	121	121	120	118	G
9229	1024	1024	1024	1027	1027	1026	1025	1026	1026	1023	119	118	121	120	120	122	120	122	119	120	G
9230	1026	1024	1027	1028	1028	1023	1024	1022	1026	1025	118	117	119	120	120	119	120	122	121	122	G
9231	1025	1028	1025	1027	1025	1027	1023	1024	1025	1022	119	117	120	121	121	118	122	122	120	120	G
9232	1024	1026	1024	1028	1028	1027	1025	1024	1023	1024	117	118	119	120	119	118	121	122	121	120	G
9233	1024	1025	1024	1027	1024	1024	1025	1026	1025	1020	118	117	119	122	119	118	120	121	119	118	G
9234	1024	1026	1027	1024	1025	1023	1024	1024	1025	1023	118	117	120	121	121	118	121	121	121	121	G
9235	1025	1028	1025	1028	1026	1024	1027	1027	1027	1026	117	118	121	122	120	119	122	122	121	121	G
9236	1023	1025	1023	1024	1028	1027	1026	1028	1026	1025	119	119	121	121	121	121	122	121	121	122	G
9237	1025	1025	1024	1024	1025	1027	1023	1027	1025	1022	117	117	120	121	119	122	122	122	120	121	G
9238	1026	1022	1023	1026	1024	1023	1023	1022	1026	1026	119	119	120	121	121	121	121	121	120	122	G
9239	1022	1023	1024	1023	1025	1022	1023	1025	1025	1026	119	117	119	118	121	122	122	121	119	120	G
9240	1023	1025	1026	1024	1026	1025	1027	1026	1025	1023	118	119	120	122	121	120	121	122	121	120	G
9241	1026	1024	1025	1028	1026	1026	1025	1023	1026	1026	117	117	119	118	119	120	122	121	120	119	G
9242	1023	1027	1023	1022	1027	1025	1024	1027	1024	1026	118	119	121	121	120	119	120	122	119	120	G
9243	1026	1025	1026	1022	1027	1025	1023	1022	1025	1022	119	117	120	120	120	118	122	122	120	118	G
9244	1023	1022	1024	1022	1028	1024	1027	1027	1027	1020	117	118	120	120	120	122	121	121	120	120	G
9245	1022	1023	1026	1022	1027	1024	1025	1025	1027	1023	117	117	119	118	120	122	122	122	121	121	G
9246	1025	1022	1023	1028	1026	1026	1027	1024	1027	1024	117	118	121	122	120	118	120	121	120	121	G
9247	1024	1025	1024	1028	1026	1026	1026	1025	1024	1026	117	117	121	122	119	121	120	121	120	120	G
9248	1023	1022	1023	1023	1025	1024	1026	1028	1027	1026	118	117	121	120	119	118	120	121	119	122	G
9249	1026	1024	1024	1024	1026	1022	1026	1023	1024	1022	117	117	120	120	120	119	120	121	120	121	G
9250	1026	1027	1026	1026	1026	1022	1026	1026	1025	1026	118	119	119	120	119	121	120	121	120	119	G
9251	1022	1024	1026	1028	1028	1022	1026	1024	1024	1024	117	117	119	118	120	120	121	122	120	119	G
9252	1023	1022	1025	1026	1026	1028	1025	1024	1024	1023	117	119	121	120	121	121	121	121	120	119	G
9253	1024	1023	1023	1024	1028	1028	1027	1022	1024	1023	118	118	120	120	120	122	122	121	119	121	G
9254	1026	1026	1024	1023	1025	1027	1023	1024	1024	1026	118	118	119	120	119	122	122	122	119	122	G
9255	1023	1022	1027	1022	1028	1026	1023	1027	1025	1026	117	118	120	121	120	121	121	122	121	122	G
9256	1022	1027	1026	1022	1028	1024	1024	1028	1025	1025	119	119	121	118	121	118	121	121	121	118	G
9257	1025	1026	1027	1022	1027	1027	1024	1027	1027	1021	119	119	121	118	121	121	120	121	119	119	G
9258	1023	1025	1025	1028	1027	1026	1025	1027	1026	1026	119	119	119	119	121	119	121	122	121	121	G
9259	1026	1022	1024	1027	1027	1026	1024	1026	1024	1025	117	119	121	119	120	119	120	121	120	120	G
9260	1025	1025	1025	1026	1024	1026	1025	1025	1025	1024	118	117	120	121	121	119	120	122	120	122	G
9261	1025	1025	1027	1028	1024	1022	1023	1028	1025	1022	119	118	119	118	120	120	120	121	120	121	G
9262	1022	1022	1024	1025	1026	1023	1027	1024	1025	1025	118	119	121	119	121	120	121	121	119	118	G
9263	1022	1024	1023	1025	1027	1024	1026	1027	1026	1023	117	119	119	122	120	120	122	121	119	122	G
9264	1023	1024	1024	1024	1028	1025	1025	1025	1026	1022	118	118	121	122	120	119	120	122	120	122	G
9265	1022	1027	1025	1026	1025	1024	1023	1027	1026	1022	118	117	120	122	120	121	121	121	119	122	G
9266	1024	1026	1026	1025	1026	1027	1023	1022	1027	1022	119	118	120	118	119	119	121	122	119	120	G
9267	1022	1022	1024	1024	1026	1028	1024	1022	1024	1020	119	117	120	121	119	119	121	122	119	122	G
9268	1025	1025	1026	1024	1024	1024	1027	1028	1027	1023	118	117	120	121	120	120	122	121	121	118	G
9269	1024	1022	1027	1028	1026	1027	1024	1025	1025	1024	119	117	121	121	119	120	121	122	121	118	G
9270	1022	1024	1027	1025	1027	1028	1023	1023	1023	1020	119	117	121	120	120	118	122	121	120	119	G
9271	1025	1024	1025	1027	1024	1027	1026	1025	1023	1023	118	117	120	121	120	120	121	122	120	119	G
9272	1023	1027	1025	1027	1024	1022	1023	1024	1024	1022	119	119	119	120	120	118	120	122	119	122	G
9273	1022	1026	1027	1026	1028	1023	1025	1024	1023	1026	117	119	119	119	121	120	121	122	119	119	G
9274	1026	1024	1026	1025	1028	1022	1027	1026	1026	1022	119	117	120	121	121	122	122	121	119	119	G
9275	1023	1027	1023	1025	1025	1027	1026	1027	1023	1023	119	118	120	118	119	122	121	122	121	121	G
9276	1023	1025	1027	1027	1024	1027	1023	1022	1026	1021	117	117	121	119	120	120	121	122	119	118	G
9277	1025	1024	1026	1027	1024	1024	1027	1026	1025	1022	119	117	119	122	121	120	121	122	121	120	G
9278	1025	1025	1027	1027	1026	1023	1027	1024	1024	1026	118	117	119	121	121	120	121	122	121	120	G
9279	1025	1025	1024	1026	1026	1023	1026	1023	1026	1025	118	119	120	118	121	122	122	122	119	118	G
9280	1025	1027	1023	1026	1027	1025	1024	1022	1024	1026	117	118	121	120	121	120	122	122	120	119	G
9281	1023	1028	1024	1025	1027	1025	1023	1028	1025	1024	117	118	121	118	119	118	121	122	120	121	G
9282	1024	1028	1023	1025	1024	1028	1027	1024	1024	1025	118	119	121	121	121	122	121	122	121	118	G
9283	1023	1027	1024	1028	1025	1025	1023	1026	1027	1022	117	119	120	121	120	122	120	122	121	119	G
9284	1024	1027	1023	1026	1024	1025	1025	1028	1023	1024	119	119	119	120	121	118	122	121	121	120	G
9285	1022	1022	1023	1024	1025	1028	1027	1022	1025	1020	117	118	119	120	119	119	120	121	120	119	G
9286	1025	1026	1026	1022	1026	1026	1023	1026	1024	1025	118	117	121	118	119	118	121	121	120	120	G
9287	1025	1028	1026	1025	1024	1026	1027	1023	1023	1026	118	117	120	120	121	120	122	121	119	118	G
9288	1022	1022	1023	1022	1028	1028	1023	1022	1026	1025	117	117	120	121	119	120	122	121	119	120	G
9289	1025	1024	1024	1028	1026	1026	1025	1023	1024	1023	117	119	120	121	120	122	120	122	120	119	G
9290	1025	1027	1026	1026	1028	1023	1023	1026	1023	1023	117	119	120	119	121	120	122	121	120	118	G
9291	1024	1022	1026	1023	1028	1023	1027	1024	1025	1026	117	117	120	121	121	122	122	121	119	120	G
9292	1022	1026	1025	1026	1028	1027	1023	1026	1024	1021	117	118	120	119	120	119	122	122	119	120	G
9293	1022	1027	1023	1027	1027	1025	1025	1027	1026	1020	118	118	120	119	119	118	121	121	119	120	G
9294	1023	1023	1027	1025	1025	1024	1026	1022	1026	1021	118	118	119	122	119	121	122	121	121	120	G
9295	1025	1028	1024	1028	1024	1025	1025	1026	1026	1026	118	117	121	119	119	118	120	121	119	122	G
9296	1022	1023	1023	1025	1027	1022	1025	1022	1025	1024	117	119	119	118	121	119	122	122	121	120	G
9297	1022	1023	1025	1026	1028	1026	1025	1023	1023	1026	117	118	119	118	119	122	122	121	121	121	G
9298	1023	1027	1027	1024	1024	1024	1024	1022	1024	1023	119	119	120	120	121	120	122	122	121	119	G
9299	1026	1022	1024	1026	1024	1027	1026	1024	1023	1021	117	118	120	122	119	121	122	122	121	120	G
9300	1022	1022	1026	1027	1028	1024	1027	1027	1024	1020	117	117	121	119	120	122	121	122	119	119	G
9301	1024	1024	1027	1025	1027	1026	1026	1028	1024	1024	117	118	119	120	119	121	120	122	119	119	G
9302	1025	1024	1024	1025	1024	1023	1026	1026	1023	1024	118	117	119	122	120	121	120	121	120	118	G
9303	1026	1022	1026	1025	1026	1023	1024	1024	1026	1025	117	117	119	119	121	122	121	121	121	119	G
9304	1024	1023	1025	1022	1026	1027	1026	1026	1026	1024	118	119	119	122	120	121	121	122	120	119	G
9305	1025	1024	1025	1023	1026	1023	1026	1025	1024	1021	119	119	119	120	120	118	120	122	119	118	G
9306	1024	1024	1025	1026	1025	1023	1023	1022	1023	1023	119	117	120	121	120	121	121	121	121	122	G
9307	1026	1022	1026	1025	1025	1028	1023	1022	1026	1026	118	117	119	118	120	121	122	122	119	118	G
